facility_code,facility_name,facility_shortname,address_1,address_2,district,state,postcode,sector,type,latitude,longitude
21-07050301,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. REN. DATO KERAMAT",KPSRDKJP,JALAN PERAK,,BARAT DAYA,PULAU PINANG,10150,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.416285,100.31494
21-07050299,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. REN. CONVENT GREENLANE",KPSRCG,JALAN MASJID NEGERI,,BARAT DAYA,PULAU PINANG,11600,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.396526,100.303718
21-07050315,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. REN. KEB. BUKIT GELUGOR",KPSRKBG,JLN. YEAP CHOR EE,,BARAT DAYA,PULAU PINANG,11700,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.376316,100.302629
21-07050306,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. REN. PEREMPUAN METHODIST",KPSRPM,"42, JALAN ANSON",,BARAT DAYA,PULAU PINANG,10400,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.416198,100.320884
21-07050293,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. PENANG FREE",KPSMPF,JLN. GREENLANE,,BARAT DAYA,PULAU PINANG,11600,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.402964,100.304913
21-07050294,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. ST XAVIER",KPSMSX,LEBUH FARQUHAR,,BARAT DAYA,PULAU PINANG,10250,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.419949,100.336754
21-07050303,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. REN. HUTCHINGS",KPSRHLF,LEBUH FARQUHAR,,BARAT DAYA,PULAU PINANG,10200,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.421885,100.33638
21-07050307,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. REN. ST XAVIER (CAW)",KPSRSTX,"4, BROTHER JAMES ROAD",,BARAT DAYA,PULAU PINANG,10350,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.419996,100.336808
21-07050309,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. REN. JEN. KEB. CINA PHOR TAY",KPSRJKCPT,"19A, JLN. BAGAN JERMAL",,BARAT DAYA,PULAU PINANG,10250,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.438637,100.305323
21-07050308,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. REN. JEN. KEB. CINA HAN CHIANG",KPSRJKCHC,JALAN LIM LEAN TENG,,BARAT DAYA,PULAU PINANG,11600,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.406188,100.306989
21-07050304,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. REN. JELUTONG BARAT",KPSRJB,LORONG SEKOLAH,,BARAT DAYA,PULAU PINANG,11600,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.39386,100.317474
21-07050302,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. REN. FRANCIS LIGHT",KPSRFL,JALAN PERAK,,BARAT DAYA,PULAU PINANG,10150,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.415717,100.314296
21-07050295,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. ST. GEORGES",KPSMSTG,JALAN MACALISTER,,BARAT DAYA,PULAU PINANG,10400,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.421906,100.307612
21-07050300,"KLINIK PERGIGIAN SEKOLAH, D/A SR CONVENT LEBUH LIGHT",KPSRCLL,"36, LEBUH LIGHT",,BARAT DAYA,PULAU PINANG,10200,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.421958,100.338344
21-07050313,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. REN. JEN. KEB. CINA PEREMPUAN CINA",KPSRJKCPC,"20, JALAN GOTTLIEB",,BARAT DAYA,PULAU PINANG,10350,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.432928,100.301767
41-07050017,PUSAT PERGIGIAN KANAK-KANAK & INSTITUT LATIHAN KEMENTERIAN KESIHATAN MALAYSIA (PERGIGIAN),,NO. 3 JALAN SEPOY LINES,,BARAT DAYA,PULAU PINANG,10450,GOVERNMENT,KOLEJ,,
31-07050335,MALAYSIA RED CRESCENT SOCIETY (ISLAND DISTRICT) PPV NGO,,"1ST FLOOR, 26, JALAN GROVE, 11400 GEORGE TOWN, PULAU PINANG",,BARAT DAYA,PULAU PINANG,11400,GOVERNMENT,LAIN-LAIN,5.4061248932972905,100.29806134125702
91-07050006,PEJABAT KESIHATAN DAERAH TIMUR LAUT,PKDTL,JALAN PERAK,,BARAT DAYA,PULAU PINANG,11600,GOVERNMENT,PEJABAT KESIHATAN DAERAH,5.40255,100.31449
91-07050114,PEJABAT KESIHATAN PERGIGIAN DAERAH TIMUR LAUT,PKPDTL,JALAN PERAK,,BARAT DAYA,PULAU PINANG,11600,GOVERNMENT,PEJABAT KESIHATAN PERGIGIAN DAERAH,,
91-07050007,PEJABAT KESIHATAN PELABUHAN & LAPANGAN TERBANG P. PINANG,,"PK PELABUHAN, TINGKAT 1, BANGUNAN SYED PUTRA, LEBUH DOWNING",,BARAT DAYA,PULAU PINANG,11900,GOVERNMENT,PEJABAT KESIHATAN PINTU MASUK,5.417766,100.344049
91-07050045,PMA PULAU PINANG (L),,PK PELABUHAN PULAU PINANG,"PEJABAT KESIHATAN PELABUHAN PULAU PINANG, TINGKAT 1, BANGUNAN TUANKU SYED PUTRA, LEBUH DOWNING, P.P",BARAT DAYA,PULAU PINANG,10300,GOVERNMENT,"PINTU MASUK LAUT (L), UDARA (U),DARAT (D)",5.418964,100.344988
91-07050044,PMA BAYAN LEPAS (U),,"LOT L1L-FC08, TINGKAT 1 ( LANDSIDE ),","LAPANGAN TERBANG ANTARABANGSA PULAU PINANG, BAYAN LEPAS",BARAT DAYA,PULAU PINANG,11900,GOVERNMENT,"PINTU MASUK LAUT (L), UDARA (U),DARAT (D)",5.292838,100.265314
11-07030013,HOSPITAL SEBERANG JAYA,,"JLN TUN HUSSEIN ONN, PERAI",,SEBERANG PERAI SELATAN,PULAU PINANG,13700,GOVERNMENT,HOSPITAL,5.394912,100.406509
21-07030068,KLINIK DESA PADANG IBU,KDPIBU,"JKR 784, LOT 958, MUKIM 20, JALAN GUAR PERAHU",,SEBERANG PERAI SELATAN,PULAU PINANG,14400,GOVERNMENT,KLINIK DESA,5.42522,100.46774
21-07020093,KLINIK DESA SUNGAI BAKAU,,"LOT 1143, MUKIM 10, SG BAKAU, SEBERANG PERAI SELATAN",,SEBERANG PERAI SELATAN,PULAU PINANG,14320,GOVERNMENT,KLINIK DESA,5.12503,100.41906
21-07030051,KLINIK DESA BUKIT INDRA MUDA,KDBIM,"LOT 642, MUKIM 3, BUKIT INDRA MUDA",,SEBERANG PERAI SELATAN,PULAU PINANG,14400,GOVERNMENT,KLINIK DESA,5.40739,100.45199
21-07030064,KLINIK DESA KUBANG ULU,KDKU,"JKR 864, MUKIM 17, JALAN KUBANG ULU",,SEBERANG PERAI SELATAN,PULAU PINANG,14000,GOVERNMENT,KLINIK DESA,5.40866,100.48248
21-07030083,KLINIK DESA PERMATANG RAWA,KDPMRW,"JKR 828A, LOT 912, MUKIM 8, JALAN PERMATANG RAWA",,SEBERANG PERAI SELATAN,PULAU PINANG,14000,GOVERNMENT,KLINIK DESA,5.3691,100.45352
21-07030331,KLINIK KESIHATAN BUKIT TENGAH,,"LOT 765, MUKIM 11, PERMATANG BATU, SEBERANG PERAI TENGAH",,SEBERANG PERAI SELATAN,PULAU PINANG,14000,GOVERNMENT,KLINIK KESIHATAN,5.366065,100.429557
21-07030021,KLINIK KESIHATAN BERAPIT,KKBRPT,SEBERANG PERAI TENGAH,,SEBERANG PERAI SELATAN,PULAU PINANG,14000,GOVERNMENT,KLINIK KESIHATAN,5.37946,100.47394
21-07030024,KLINIK KESIHATAN BUKIT MINYAK,KKBMYK,"LOT 106, MUKIM 14, BUKIT MINYAK",,SEBERANG PERAI SELATAN,PULAU PINANG,14000,GOVERNMENT,KLINIK KESIHATAN,5.326678,100.448307
21-07030035,KLINIK KESIHATAN PRAI,KKPRAI,LOT 239 C,,SEBERANG PERAI SELATAN,PULAU PINANG,13600,GOVERNMENT,KLINIK KESIHATAN,5.383767,100.388187
21-07030139,KLINIK KESIHATAN MACHANG BUBUK,KKMBBK,"NO. FR 30, LOT 858, MUKIM 16, PERKAMPUNGAN MACHANG BUBOK",,SEBERANG PERAI SELATAN,PULAU PINANG,14020,GOVERNMENT,KLINIK KESIHATAN,5.33644,100.50897
21-07030036,KLINIK KESIHATAN SEBERANG JAYA,KKSJ,"LOT 340, JALAN PERPUSTAKAAN",,SEBERANG PERAI SELATAN,PULAU PINANG,13700,GOVERNMENT,KLINIK KESIHATAN,5.39351,100.3985
21-07030030,KLINIK KESIHATAN KUBANG SEMANG,KKKSMG,"LOT 807, MUKIM 5, KUBANG SEMANG",,SEBERANG PERAI SELATAN,PULAU PINANG,14400,GOVERNMENT,KLINIK KESIHATAN,5.39746,100.46431
21-07030082,KLINIK KESIHATAN PERMATANG PAUH,KKPPAUH,"PT 67, JALAN SAMA GAGAH",,SEBERANG PERAI SELATAN,PULAU PINANG,13500,GOVERNMENT,KLINIK KESIHATAN,5.41792,100.41218
21-07030147,KLINIK KOMUNITI TAMAN SERI DELIMA,K1MTSD,"JALAN DELIMA 3, TAMAN SERI DELIMA",,SEBERANG PERAI SELATAN,PULAU PINANG,14000,GOVERNMENT,KLINIK KOMUNITI,2.853977,101.684478
21-07030143,KLINIK KOMUNITI TAMAN PERWIRA,K1MTP,"NO. 49, LORONG PERWIRA INDAH 1, TAMAN PERWIRA INDAH",,SEBERANG PERAI SELATAN,PULAU PINANG,14000,GOVERNMENT,KLINIK KOMUNITI,5.29957,100.47698
11-07030013D,KLINIK PERGIGIAN DI HOSPITAL SEBERANG JAYA,,"JLN TUN HUSSEIN ONN,PERAI",,SEBERANG PERAI SELATAN,PULAU PINANG,13700,GOVERNMENT,KLINIK PERGIGIAN DI HOSPITAL,,
11-07030011D,KLINIK PERGIGIAN DI HOSPITAL BUKIT MERTAJAM,,"JALAN KULIM, BUKIT MERTAJAM",,SEBERANG PERAI SELATAN,PULAU PINANG,14000,GOVERNMENT,KLINIK PERGIGIAN DI HOSPITAL,,
21-07030021D,KLINIK PERGIGIAN DI KLINIK KESIHATAN BERAPIT,,SEBERANG PERAI TENGAH,,SEBERANG PERAI SELATAN,PULAU PINANG,14000,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-07030035D,KLINIK PERGIGIAN DI KLINIK KESIHATAN PRAI,,LOT 239 C,,SEBERANG PERAI SELATAN,PULAU PINANG,13600,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-07030030D,KLINIK PERGIGIAN DI KLINIK KESIHATAN KUBANG SEMANG,,"LOT 807,","MUKIM 5, KUBANG SEMANG",SEBERANG PERAI SELATAN,PULAU PINANG,14400,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-07030024D,KLINIK PERGIGIAN DI KLINIK KESIHATAN BUKIT MINYAK,,"LOT 106,","MUKIM 14, BUKIT MINYAK",SEBERANG PERAI SELATAN,PULAU PINANG,14000,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-07030036D,KLINIK PERGIGIAN DI KLINIK KESIHATAN SEBERANG JAYA,,"LOT 340,",JALAN PERPUSTAKAAN,SEBERANG PERAI SELATAN,PULAU PINANG,13700,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-07030281,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. JEN. KEB. CINA KEOW KUANG",KPSJKCKK,1865 MUKIM 10,,SEBERANG PERAI SELATAN,PULAU PINANG,14000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.356487,100.45292
21-07030290,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. SERI PENANTI",KPSKSP,JALAN KUBANG SEMANG,,SEBERANG PERAI SELATAN,PULAU PINANG,14400,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.40216,100.465075
21-07030285,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. ALMA JAYA",KPSKAJ,LORONG ALMA JAYA,,SEBERANG PERAI SELATAN,PULAU PINANG,14000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.326616,100.479358
21-07030289,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. SEBERANG JAYA II",KPSKSJ2,LENGKOK TENGGIRI,,SEBERANG PERAI SELATAN,PULAU PINANG,13700,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.397554,100.404727
21-07030292,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. TANAH LIAT",KPSKTL,JALAN TANAH LIAT,,SEBERANG PERAI SELATAN,PULAU PINANG,14400,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.384847,100.463576
21-07030272,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. (SAINS) TUN SYED SHEH SHAHABUDIN",KPSMSTSS,JALAN DAMAI,,SEBERANG PERAI SELATAN,PULAU PINANG,14000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.342399,100.475576
21-07030282,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. JEN. KEB. CINA KIM SEN",KPSJKCKS,JALAN KULIM,,SEBERANG PERAI SELATAN,PULAU PINANG,14000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.356508,100.466774
21-07030284,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. JEN. KEB. CINA SIN YA",KPSJKCSY,ALMA,,SEBERANG PERAI SELATAN,PULAU PINANG,14000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.330554,100.477737
21-07030296,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. JEN. KEB. JIT SIN",KPSMJKJS,"JALAN BINJAI,TAMAN SRI RAMBAI",,SEBERANG PERAI SELATAN,PULAU PINANG,14000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.343472,100.446147
21-07030297,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. KEB. PENANTI",KPSMKPKS,KUBANG SEMANG,,SEBERANG PERAI SELATAN,PULAU PINANG,14400,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.405497,100.469359
21-07030280,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. JEN. KEB. CINA JIT SIN A",KPSJKCJSA,JALAN BERAPIT,,SEBERANG PERAI SELATAN,PULAU PINANG,14000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.377339,100.467733
21-07030287,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. PERMATANG TOK KANDU",KPSKPTK,JALAN PERMATANG PAUH,,SEBERANG PERAI SELATAN,PULAU PINANG,13500,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.394383,100.41723
21-07030261,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. JALAN BAHARU",KPSKJB,JALAN BAHARU,,SEBERANG PERAI SELATAN,PULAU PINANG,13700,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.36723,100.419502
21-07030291,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. STOWELL",KPSKSW,JALAN REE,,SEBERANG PERAI SELATAN,PULAU PINANG,14000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.35724,100.460001
21-07030286,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. BANDAR BARU PERDA",KPSKBBPR,"JALAN PERDA BARAT, BANDAR BARU PERDA",,SEBERANG PERAI SELATAN,PULAU PINANG,14000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.373131,100.430836
21-07030283,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. JEN. KEB. CINA PENG BIN",KPSJKCPBIN,"PERSIARAN KRYSTAL, BUKIT TENGAH",,SEBERANG PERAI SELATAN,PULAU PINANG,14000,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.349578,100.435166
21-07030288,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. SEBERANG JAYA",KPSKSJY,"PERSIARAN SIAKAP, BANDAR SEBERANG JAYA",,SEBERANG PERAI SELATAN,PULAU PINANG,13700,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.384745,100.399777
21-07030298,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. MEN. KEB. TAMAN INDERAWASIH",KPSMKTI,"JALAN KIKIK, TAMAN INDERAWASIH",,SEBERANG PERAI SELATAN,PULAU PINANG,13600,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.389941,100.385658
91-07030004,PEJABAT KESIHATAN DAERAH SEBERANG PERAI TENGAH,PKDSPT,"LOT 89, MUKIM 17, BERAPIT",,SEBERANG PERAI SELATAN,PULAU PINANG,14000,GOVERNMENT,PEJABAT KESIHATAN DAERAH,5.37946,100.47394
11-07020014,HOSPITAL SUNGAI BAKAP,,"SUNGAI JAWI, SEBERANG PERAI SELATAN",,SEBERANG PERAI UTARA,PULAU PINANG,14200,GOVERNMENT,HOSPITAL,5.218512,100.49741
91-07030117,PEJABAT KESIHATAN PERGIGIAN DAERAH SEBERANG PERAI TENGAH,PKPDSPT,PUSAT KESIHATAN KUBANG SEMANG,,SEBERANG PERAI SELATAN,PULAU PINANG,14400,GOVERNMENT,PEJABAT KESIHATAN PERGIGIAN DAERAH,,
11-07030011,HOSPITAL BUKIT MERTAJAM,,"JALAN KULIM, BUKIT MERTAJAM",,SEBERANG PERAI TENGAH,PULAU PINANG,14000,GOVERNMENT,HOSPITAL,5.359892,100.464599
21-07030046,KLINIK DESA ALMA,,"LOT 871, MUKIM 15, SEBERANG PERAI TENGAH",,SEBERANG PERAI TENGAH,PULAU PINANG,14000,GOVERNMENT,KLINIK DESA,5.33461,100.46703
21-07030061,KLINIK DESA KAMPUNG SEKOLAH,,"JKR 659, LOT 1195, MUKIM 12, KG SEKOLAH JURU",,SEBERANG PERAI TENGAH,PULAU PINANG,14000,GOVERNMENT,KLINIK DESA,5.3162,100.4215
21-07010056,KLINIK DESA GERTAK SANGGOL,KDGSGL,"LOT 1902, MUKIM 8, JALAN GERTAK SANGGOL",,SEBERANG PERAI TENGAH,PULAU PINANG,11920,GOVERNMENT,KLINIK DESA,5.28219,100.19793
21-07010103,KLINIK DESA TELOK KUMBAR,KDTKMB,"LOT 1838, MUKIM 9, JALAN TELOK KUMBAR",,SEBERANG PERAI TENGAH,PULAU PINANG,11920,GOVERNMENT,KLINIK DESA,5.28754,100.22992
21-07030085,KLINIK DESA PERMATANG TINGGI,,"JKR 2210, LOT 1104, MUKIM 14, PERMATANG TINGGI",,SEBERANG PERAI TENGAH,PULAU PINANG,14000,GOVERNMENT,KLINIK DESA,5.2983,100.47933
21-07010078,KLINIK DESA PERMATANG DAMAR LAUT,KDPDL,"LOT 2652, BLOK J, MUKIM 12, PMTG DAMAR LAUT",,SEBERANG PERAI TENGAH,PULAU PINANG,11960,GOVERNMENT,KLINIK DESA,5.2738,100.2692
21-07010071,KLINIK DESA PANTAI ACHEH,KDPACH,"LOT 1888, MUKIM 1, JALAN PANTAI ACHEH",,SEBERANG PERAI TENGAH,PULAU PINANG,11010,GOVERNMENT,KLINIK DESA,5.41523,100.19641
21-07010098,KLINIK DESA SUNGAI PINANG,KDSGPNG,"LOT 1842, MUKIM A, JALAN SUNGAI PINANG",,SEBERANG PERAI TENGAH,PULAU PINANG,11010,GOVERNMENT,KLINIK DESA,5.39407,100.21087
21-07010059,KLINIK DESA KAMPUNG PERLIS,KDKPRL,"LOT 1839, MUKIM 1, JALAN KG PERLIS",,SEBERANG PERAI TENGAH,PULAU PINANG,11020,GOVERNMENT,KLINIK DESA,5.31086,100.2037
21-07030060,KLINIK DESA KAMPUNG PERTAMA,,"LOT 777, MUKIM 4, JALAN PERMATANG PAUH",,SEBERANG PERAI TENGAH,PULAU PINANG,13500,GOVERNMENT,KLINIK DESA,5.39209,100.41791
21-07030058,KLINIK DESA JURU,,"JKR 2039, LOT 155, MUKIM 12, JALAN KG JURU",,SEBERANG PERAI TENGAH,PULAU PINANG,14000,GOVERNMENT,KLINIK DESA,5.31584,100.44347
21-07010089,KLINIK DESA PONDOK UPEH,KDPUP,"LOT 2558, MUKIM 6, JALAN PONDOK UPEH",,SEBERANG PERAI TENGAH,PULAU PINANG,11000,GOVERNMENT,KLINIK DESA,5.33242,100.2182
21-07030097,KLINIK DESA SUNGAI LEMBU,,"LOT 548, FRU 35, MUKIM 18, JALAN SUNGAI LEMBU",,SEBERANG PERAI TENGAH,PULAU PINANG,14000,GOVERNMENT,KLINIK DESA,5.39167,100.52214
21-07030335,KLINIK KESIHATAN BANDAR PERDA,,"KLINIK KESIHATAN BANDAR PERDA, JALAN PERDA BARAT, BANDAR BARU PERDA, 14000 BUKIT MERTAJAM PULAU PINANG",,SEBERANG PERAI TENGAH,PULAU PINANG,14000,GOVERNMENT,KLINIK KESIHATAN,5.374755,100.433792
21-07010020,KLINIK KESIHATAN BAYAN LEPAS,KKBL,"LOT 1157, MUKIM 12",,SEBERANG PERAI TENGAH,PULAU PINANG,11900,GOVERNMENT,KLINIK KESIHATAN,5.29947,100.26205
21-07010043,KLINIK KESIHATAN TELUK BAHANG,KKTBHG,"TELUK BAHANG, BALIK PULAU",,SEBERANG PERAI TENGAH,PULAU PINANG,11050,GOVERNMENT,KLINIK KESIHATAN,5.45561,100.21501
21-07010019,KLINIK KESIHATAN BAYAN BARU,KKBYB,JALAN TENGAH,,SEBERANG PERAI TENGAH,PULAU PINANG,11950,GOVERNMENT,KLINIK KESIHATAN,5.319757,100.279744
21-07010130,KLINIK KOMUNITI SUNGAI ARA,K1MSARA,"2A-1, TINGKAT KENARI 5, TAMAN DESA RIA, SUNGAI ARA",,SEBERANG PERAI TENGAH,PULAU PINANG,11900,GOVERNMENT,KLINIK KOMUNITI,5.31949,100.270099
11-07010010D,KLINIK PERGIGIAN DI HOSPITAL BALIK PULAU,,BALIK PULAU,,SEBERANG PERAI TENGAH,PULAU PINANG,11000,GOVERNMENT,KLINIK PERGIGIAN DI HOSPITAL,,
21-07010043D,KLINIK PERGIGIAN DI KLINIK KESIHATAN TELUK BAHANG,,"TELUK BAHANG, BALIK PULAU",,SEBERANG PERAI TENGAH,PULAU PINANG,11050,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-07010019D,KLINIK PERGIGIAN DI KLINIK KESIHATAN BAYAN BARU,,"JALAN TENGAH, 11950 BAYAN LEPAS",,SEBERANG PERAI TENGAH,PULAU PINANG,11950,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-07010020D,KLINIK PERGIGIAN DI KLINIK KESIHATAN BAYAN LEPAS,,"LOT 1157, MUKIM 12, 11900 BAYAN LEPAS",,SEBERANG PERAI TENGAH,PULAU PINANG,11900,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-07030335D,KLINIK PERGIGIAN DI KLINIK KESIHATAN BANDAR PERDA,,"KLINIK PERGIGIAN DI KLINIK KESIHATAN BANDAR PERDA, JALAN PERDA BARAT, BANDAR BARU PERDA, 14000 BUKIT MERTAJAM, PULAU PINANG",,SEBERANG PERAI TENGAH,PULAU PINANG,14000,GOVERNMENT,KLINIK PERGIGIAN DI KLINIK KESIHATAN,,
21-07010264,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. JEN. KEB. CINA CHONG CHENG",KPSJKCCC,JALAN DATO ISMAIL HASHIM,,SEBERANG PERAI TENGAH,PULAU PINANG,11900,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.323977,100.270881
21-07010263,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. TELUK KUMBAR",KPSKTKU,JALAN TELUK KUMBAR,,SEBERANG PERAI TENGAH,PULAU PINANG,11920,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.290606,100.23212
21-07010265,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. BAYAN LEPAS",KPSKBL,JLN DATO ISMAIL HASHIM,,SEBERANG PERAI TENGAH,PULAU PINANG,11900,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.296624,100.260792
21-07010262,"KLINIK PERGIGIAN SEKOLAH, D/A SEK. KEB. SRI PERMAI",KPSKSPBL,JALAN TENGAH,,SEBERANG PERAI TENGAH,PULAU PINANG,11950,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.319679,100.283875
21-07010266,"KLINIK PERGIGIAN SEKOLAH, D/A SEM. MEN. KEB. TELOK KUMBAR",KPSMKTK,JALAN TELUK KUMBAR,,SEBERANG PERAI TENGAH,PULAU PINANG,11920,GOVERNMENT,KLINIK PERGIGIAN SEKOLAH,5.287791,100.241356
31-07010336,PPV MOBILE MERCY PULAU PINANG,,"1118-A MK, KAMPUNG MATAHARI NAIK. TELUK KUMBAR, 11920 BAYAN LEPAS, PENANG",,SEBERANG PERAI TENGAH,PULAU PINANG,11920,GOVERNMENT,LAIN-LAIN,5.297006862201335,100.2316559492615
31-07011357,WELLNESS HUB SEBERANG PERAI TENGAH,,"ARAS 1, KLINIK KESIHATAN SEBERANG JAYA, JALAN PERPUSTAKAAN, SEBERANG JAYA, 13700 PULAU PINANG",,SEBERANG PERAI TENGAH,PULAU PINANG,13700,GOVERNMENT,LAIN-LAIN,,
91-07010002,PEJABAT KESIHATAN DAERAH BARAT DAYA,PKDBD,JKR 2761 (P) AIR PUTIH,,SEBERANG PERAI TENGAH,PULAU PINANG,11000,GOVERNMENT,PEJABAT KESIHATAN DAERAH,5.36422,100.21765
91-07010115,PEJABAT KESIHATAN PERGIGIAN DAERAH BARAT DAYA,PKPDBD,KLINIK KESIHATAN BAYAN BARU,,SEBERANG PERAI TENGAH,PULAU PINANG,11950,GOVERNMENT,PEJABAT KESIHATAN PERGIGIAN DAERAH,,
21-07020086,KLINIK DESA PERMATANG TOK MAHAT,KDPTMH,"LOT 523, MUKIM 9, JALAN SEMPADAN,PERMATANG TOK MAHAT, SEBERANG PERAI SELATAN",,SEBERANG PERAI UTARA,PULAU PINANG,14300,GOVERNMENT,KLINIK DESA,5.13169,100.48036
21-07020055,KLINIK DESA CHANGKAT,KDCHKT,"LOT 2008, MUKIM 11, JALAN CHANGKAT, SUNGAI JAWI, SEBERANG PERAI SELATAN",,SEBERANG PERAI UTARA,PULAU PINANG,14300,GOVERNMENT,KLINIK DESA,5.20141,100.47099
21-07020052,KLINIK DESA BUKIT TAMBUN,KDBTMB,"LOT 372, MUKIM 14, JALAN BUKIT TAMBUN, SEBERANG PERAI SELATAN",,SEBERANG PERAI UTARA,PULAU PINANG,14100,GOVERNMENT,KLINIK DESA,5.2738,100.44931
21-07020050,KLINIK DESA BATU KAWAN,KDBKW,"LOT 145, MUKIM 15, JALAN PENGKALAN, SEBERANG PERAI SELATAN",,SEBERANG PERAI UTARA,PULAU PINANG,14110,GOVERNMENT,KLINIK DESA,5.26571,100.42079
21-07020100,KLINIK DESA TANJUNG BEREMBANG,KDTBRB,"LOT 529, MUKIM 9, JALAN TANJUNG BEREMBANG, SG ACHEH, SEBERANG PERAI SELATAN",,SEBERANG PERAI UTARA,PULAU PINANG,14300,GOVERNMENT,KLINIK DESA,5.15018,100.46171
