Data Element ID,Data element,DatasetID ,Date created ,Date updated ,Synonyms ,Translation of data element ,Descripton  ,Data element type ,Field property/data type for value,Field size ,Value selection/capture method ,Values/Codes for Values ,Value source 
,Other Antiplatelet Given at Discharge,Cardiology,May-13,,,,Dipyridamole or new antiplatelet administered at discharge,,Alphanumeric,3 characters,Select from a shortlist,"01 = Yes, 02 = No",NCVD-ACS
,Other Antiplatelet Given during Admission,Cardiology,May-13,,,,Dipyridamole or new antiplatelet administered at admission,,Alphanumeric,3 characters,Select from a shortlist,"01 = Yes, 02 = No",NCVD-ACS
,Other Approach (CTO),Cardiology,May-13,,,,Indicate and specify if other approach has been used to treat CTO,,Alphanumeric,,,,NCVD-PCI
,Other Cause of Death,Cardiology,May-13,,,,Indicate and specify if patient died due to other cause,,Alphanumeric,,,,NCVD-ACS NCVD-PCI
,Other Closure Device,Cardiology,May-13,,,,Indicate and specify if other closure device was used,,Alphanumeric,,,,NCVD-PCI
other_devices_cto,Other Devices (CTO),Cardiology,May-13,,,,Indicate if other device was used to treat CTO,,Alphanumeric,,Select from a shortlist,Refer to lookup table Other devices (CTO),NCVD-PCI
,Other Factors Influencing Health Status and Contact with Health Services,Hospital Discharge,Dec-05,Apr-12,,Faktor-faktor lain yang mempengaruhi taraf kesihatan dan kedatangan untuk mendapatkan perkhidmatan kesihatan bagi tujuan tertentu,"a) When a person who may or may not be sick, encounter health services for specific purposes eg.: donor admission for organ/tissue donation, newborn admission for screening and assessment including prophylactic vaccination etc b) When some circumstances or problem is present which influence the person health status but not in itself the cause of illness or injury eg.: person with potential health hazard related to communicable disease – contact with exposure to HIV, TB, rabies; eg: person encountering health services in circumstances related to reproduction – In vitro fertilization",,Alphanumeric,200 characters,,Refer to ICD-10,WHO International Classification of Diseases and Health Related Problems 10th Revision (ICD 10)
,Other ID Document No.,Cardiology,May-13,,,,Other Identification document number such as passport number or Armed Forces ID number in the case where MyKad or Old IC No. is not available,,Alphanumeric,,,,NCVD-ACS NCVD-PCI
,Other Intracoronary Devices Used,Cardiology,May-13,,,,Indicate and specify if other intracoronary devices was used,,Alphanumeric,,,,NCVD-PCI
,Other Lipid Lowering Agent,Cardiology,May-13,,,,Indicate if other lipid lowering agent was given to the patient,,Alphanumeric,3 characters,Select from a shortlist,"01 = Yes, 02 = No",NCVD-ACS
,Other Lipid Lowering Agent Given at Discharge,Cardiology,May-13,,,,Other lipid lowering agent administered at discharge,,Alphanumeric,3 characters,Select from a shortlist,"01 = Yes, 02 = No",NCVD-ACS
,Other Lipid Lowering Agent Given during Admission,Cardiology,May-13,,,,Other lipid lowering agent administered during admission,,Alphanumeric,3 characters,Select from a shortlist,"01 = Yes, 02 = No",NCVD-ACS
,Other Medication,Cardiology,May-13,,,,Indicate and specify if other medication was given to the patient,,Alphanumeric,,,,NCVD-ACS NCVD-PCI
other_post_corneal_transplant_complication,Other Post Corneal Transplant Complication,Ophthalmology,May-13,,,,Other corneal graft complication excluding corneal rejection,,Alphanumeric,,,Refer to lookup table Other Post Corneal Transplant Complication,
,Other Stent,Cardiology,May-13,,,,Indicate and specify if other stent was used,,Alphanumeric,,,,NCVD-PCI
,Other Surgeries,NOR,May-13,,,,Any surgery performed on the uterus other than Caesarean,,,,,,NOR
,Outcome,Neurology,May-13,,,,Indicate whether the patient was Alive or Dead at discharge from the hospitalization,,Alphanumeric,,,,
outcome_discharge,Outcome (at Discharge),"Cardiology, MNNR",May-13,,,,Identifies status of the patient at discharge. Whether alive or dead at discharge,,Alphanumeric,,Select from a shortlist,Refer to lookup table Outcome (at Discharge),"NCVD-ACS NCVD-PCI, MNNR"
outcome_follow-up,Outcome (at Follow-up),Cardiology,May-13,,,,Indicate the outcome of patient at follow-up post admission,,Alphanumeric,,Select from a shortlist,Refer to lookup table Outcome (at Follow-up),NCVD-ACS NCVD-PCI
outcome_retinoblastoma_after_1_year_diagnosis,Outcome of Patient with Retinoblastoma after 1 Year Following Diagnosis,Ophthalmology,May-13,,,,Patient status at one year following diagnosis,,Alphanumeric,,,Refer to lookup table Outcome of Patient with Retinoblastoma after 1 year Following Diagnosis,
pack_of_years,Pack of Years,Respiratory,May-13,,,Berapa batang rokok dihisap,No. of cigarettes sticks x No. of years smoked)/20,,Alphanumeric,,Select from a shortlist,Refer to lookup table Pack of Years,
,Parenteral Nutrition,MNNR,May-13,,,,"Intravenous infusion of a nutrient solution consisting of a minimum of dextrose and protein but generally providing a complete nutrition infusion including electrolytes, calcium, phosphorus, zinc, trace elements, vitamins and fat",,Alphanumeric,3 characters,Select from a shortlist,"01 = Yes, 02 = No",ANZNN Data Dictionary
,Parity,"Obstetric, NOR",Oct-06,Apr-12,Para,Pariti,Total number of deliveries including live birth and still birth more than 22 weeks POG,,Numeric,2 characters,Type in,,MoH
,Past Obstetric History,NOR,May-13,,,,Obstetric problems experienced during any previous pregnancy,Numeric,,,,,NOR
,Patent Ductus Arteriosous (PDA),MNNR,May-13,,,,"Clinical evidence of left to right PDA shunt documented by continuous murmur, hyperdynamic precordium, bounding pulses, wide pulse pressure, congestive heart failure, increased pulmonary vasculature or cardiomegaly by CXR, and/or increased oxygen requirement",,Alphanumeric,3 characters,Select from a shortlist,"01 = Yes, 02 = No",MNNR
pathologic_response_preoperative_rectal_treatment_colorectal_cancer,Pathologic Response in Preoperative Rectal Treatment in Colorectal Cancer,Colorectal Cancer,May-13,,,Patologik respon bagi perawatan kanser rectum sebelum pembedahan,The response seen in the tumour given before the operation of rectal cancer,,Alphanumeric,,,Refer to lookup table Pathologic Response in Preoperative Rectal Treatment in Colorectal Cancer,
pathological_margins_colorectal_cancer,Pathological Margins in Colorectal Cancer,Colorectal Cancer,May-13,,,Zon patologi dalam kanser kolorektal,The overall area of pathological margins based on pathology in colorectal cancer,,Alphanumeric,,,Refer to lookup table Pathological Margins in Colorectal Cancer,
pathology_tnm_staging_colorectal_cancer,Pathology TNM Staging of Colorectal Cancer,Colorectal Cancer,May-13,,,Pengelasan patologi TNM dalam kanser kolorektal,The pathological classification based on TNM in colorectal cancer,,Alphanumeric,,,Refer to lookup table Pathology TNM Staging of Colorectal Cancer,
,Patient Name,Cardiology,May-13,,,,Name of patient as per MyKad/Other Document ID,,Alphanumeric,3 characters,,,NCVD-ACS NCVD-PCI
patient_position,Patient Position,Emergency,Oct-06,,,Kedudukan pesakit,Denotes values used to describe the position of the patient in the vehicles/at the scene/the time of accident,,Alphanumeric,20 characters,,Refer to lookup table Patient Position,MoH
patient_status_colorectal_cancer,Patient Status in Colorectal Cancer,Colorectal Cancer,May-13,,,Status pesakit dalam kanser kolorektal kanser,The patient status at present in colorectal cancer,,Alphanumeric,,,Refer to lookup table for Patient Status in Colorectal Cancer,
,Payor Name,Person Record,Dec-05,Apr-12,,Nama pembayar,Name of the organization as per guarantee letter (or other relevant documents) produced by the individual,,Alphanumeric,80 characters,,,
pci_for_nstemi_ua,PCI for NSTEMI/UA,Cardiology,May-13,,,,Indicate type of PCI performed for NSTEMI/UA patients,,Alphanumeric,,Select from a shortlist,Refer to lookup table PCI for NSTEMI/UA,NCVD-ACS
pci_for_stemi,PCI for STEMI,Cardiology,May-13,,,,Indicate type of PCI performed for STEMI patients,,Alphanumeric,,Select from a shortlist,Refer to lookup table PCI for STEMI,NCVD-ACS
pci_status,PCI Status,Cardiology,May-13,,,,Indicate the status of the PCI,,Alphanumeric,,Select from a shortlist,Refer to lookup table PCI Status,NCVD-PCI
,Peak CK,Cardiology,May-13,,,,The person’s maximum measured CK level within 48 hours from the time of presentation (in Unit/L),,Numeric,,,,NCVD-ACS
,Peak CK-MB,Cardiology,May-13,,,,The person’s maximum measured CK-MB isoenzyme within 48 hours from the time of presentation (in Unit/L). Defines TIMI UA/NSTEMI score if absolute value > reference upper limits,,Numeric,,,,NCVD-ACS
,Peak Troponin I,Cardiology,May-13,,,,The person’s maximum measured Troponin I within 48 hours from the time of presentation (in microgram/L) or state as positive or negative. Defines TIMI UA/NSTEMI score if absolute value > reference upper limits,,Numeric,3 characters,,,NCVD-ACS
,Peak Troponin T,Cardiology,May-13,,,,The person’s maximum measured Troponin T within 48 hours from the time of presentation (in microgram/L) or state as positive or negative. Defines TIMI UA/NSTEMI score if absolute value > reference upper limits,,Numeric,,,,NCVD-ACS
,Percentage of FEV1 Predicted,Respiratory,May-13,,,,Percentage of Force Expiratory Volume at 1 second (FEV1),,Numeric,3 characters,,,
percutaneous_entry,Percutaneous Entry,Cardiology,May-13,,,,The percutaneous entry location used to provide arterial vascular access for the procedure,,Alphanumeric,,Select from a shortlist,Refer to lookup table Percutaneous Entry,NCVD-PCI
,Perforation,Cardiology,May-13,,,,Indicate for the treated segment if a perforation occurred during the procedure,,Alphanumeric,3 characters,Select from a shortlist,"01 = Yes, 02 = No",NCVD-PCI
,Perineal Status,NOR,May-13,,,,The state of the perineum following birth,,,,,,NOR
,Peripheral Vascular Disease,Cardiology,May-13,,,,"Indicate if the patient has a history and/or documented evidence and/or have undergone treatment for peripheral vascular disease (including aortic aneurysm; peripheral artery disease, intermittent claudication and/or previous peripheral artery stenting or bypass; renal artery stenosis and/or previous renal artery stenting)",,Alphanumeric,10 characters,Select from a shortlist,"01 = Yes, 02 = No, 03 = Not Known",NCVD-ACS NCVD-PCI
,Permanent Teeth Indicated for Extraction (X),Oral Health,Sep-12,,,Gigi kekal yang perlu dicabut,Number of permanent teeth indicated for extraction,,Alphanumeric,2 characters,,,MoH
,Persistent Pulmonary Hypertension (PPHN),MNNR,May-13,,,,"Failure of normal pulmonary vasculature relaxation at or shortly after birth, resulting in impedance to pulmonary blood flow which exceeds systemic vascular resistance, such that deoxygenated blood is shunted to the systemic circulation",,Alphanumeric,3 characters,Select from a shortlist,"01 = Yes, 02 = No",MNNR
,Person Identification Number – Other,"Person Record, Cancer, Nuclear Medicine, Radiotherapy & Oncology,",Mar-03,,Other ID Number,Lain-lain nombor pengenalan diri,"Unique identification number for police, army and others holding special ID",,Alphanumeric,20 characters,,,
,Person Master Index Number,Person Record,Mar-03,Apr-12,PMI number,Nombor pengenalan kesihatan,A unique number to identify a person in the health care enterprise,,Alphanumeric,,,,
,Person Name,"Person Record, Cancer, Nuclear Medicine, Radiotherapy & Oncology,",Mar-03,Apr-12,,Nama,Name of a person as in NRIC/Passport or other identification documents,,Alphanumeric,80 characters,,,
,Person NRIC Number – New,"Person Record, Cancer, Nuclear Medicine, Radiotherapy & Oncology,",Mar-03,,Patient IC number – new,Nombor kad pengenalan baru,Number as stated in new NRIC,,Numeric,12 characters,,,
,Person NRIC Number – Old,"Person Record, Cancer, Nuclear Medicine, Forensic, Mental",Mar-03,,Patient IC number – old,Nombor kad pengenalan lama,Number as stated in old NRIC,,Alphanumeric,8 characters,,,
person_title,Person Title,Person Record,Dec-05,Apr-12,,Gelaran,Prefix name for the purpose of addressing an individual,,Alphanumeric,45 characters,,Refer to lookup table Title,
phototherapy_psoriasis,Phototherapy Treatment in Psoriasis,Dermatology,May-13,,,,"Type of phototherapy treatment given in the past, such as BB-UVB, NBUVB, oral PUVA, bath PUVA, topical PUVA, excimer laser and others",,Alphanumeric,50 characters,,Refer to lookup table Phototherapy,
,Physical Examination (NIHSS),Neurology,May-13,,,,Indication whether physical examination was performed (NIHSS),,Alphanumeric,3 characters,Select from a shortlist,"01 = Yes, 02 = No",
,Place Antenatal Care Received,NOR,May-13,,,,Type of health facility where a women receives medical care during pregnancy,Numeric,,,,,
place_discharged_after_nicu,Place Discharged to After NICU,MNNR,May-13,,,,"If the baby alive, place of disposition of the baby upon discharge from the admission hospital",,Alphanumeric,,Select from a shortlist,Refer to lookup table Place Discharged to After NICU,MNNR
place_of_delivery,Place of Birth,MNNR,May-13,,Place of delivery,Tempat bersalin,Place where baby was born or delivered,,Alphanumeric,,Select from a shortlist,Refer to lookup table Place of Delivery,MNNR
,Place of Death,Forensic,Sep-12,,,Tempat kematian,Place of which death occurred,,Alphanumeric,40 characters,,,
place_of_death_neonatal_infant,Place of Death (Neonatal/Infant),"MNNR, NOR",May-13,,,,The actual place where the death occurred,,Alphanumeric,,Select from a shortlist,Refer to lookup table Place of Death (Neonatal/Infant),MNNR
place_of_delivery,Place of Delivery,Obstetric,Oct-06,Apr-12,Place of birth,Tempat bersalin,Place where delivery took place,,Alphanumeric,,,Refer to lookup table Place of Delivery,NOR
place_of_injury,Place of Injury,Emergency,Oct-06,Apr-12,,Lokasi berlaku kecederaan,Denotes the location where injury occur,,Alphanumeric,27 characters,,Refer to lookup table Place of Injury,MoH
,Placenta,NOR,May-13,,,,Describes the condition and appearance of placenta after delivery,,,,,,NOR
,Placenta Praevia,NOR,May-13,,,,Placenta inserted wholly or in part into the lower segment of the uterus,,,,,,"NOR, MNNR"
planned_duration_of_dapt,Planned Duration of DAPT,Cardiology,May-13,,,,State the planned duration of dual antiplatelet therapy following stent implantation (choose the time frame closest),,Alphanumeric,,Select from a shortlist,Refer to lookup table Planned Duration of DAPT,NCVD-PCI
,Planned Refractive Power,Ophthalmology,May-13,,,,Targeted refractive power post cataract surgery,,Alphanumeric,,,,
plaque_score,Plaque Score,Oral Health,Sep-12,,"Debri Score, Biofilm",Skor plak,The degree and extent of dental plaque accumulation,,Alphanumeric,,,Refer to lookup table Plaque Score,
